2667,51,18,218,185,1791,186,243,1,59,1,48,1534,0
2021,14,42,464,169,1475,155,27,1,46,1,1,1345,1
2881,43,15,162,155,682,155,194,172,34,1,1,259,6
2015,46,22,166,190,1796,186,185,180,62,1,69,1316,1
3467,1,42,515,155,928,155,270,1,49,1,1,732,1
3540,1,42,569,152,519,155,65,1,39,1,1,400,2
3639,1,42,569,130,262,147,227,1,42,1,1,230,6
2611,46,38,209,182,1662,162,65,1,39,1,25,1316,6
3787,2,42,187,155,1203,155,93,88,34,1,1,837,0
2881,46,42,358,155,1019,155,158,1,1,1,7,749,0
3989,2,32,218,147,297,134,130,1,1,1,1,175,1
3201,35,30,218,166,1481,155,110,88,27,1,2,1145,0
1728,1,42,495,159,1510,179,227,1,49,1,1,1434,3
3226,36,35,266,155,1001,155,243,1,59,1,1,717,0
1473,2,42,569,165,1481,164,42,59,24,1,1,1445,4
2350,30,42,444,176,1633,170,65,1,1,1,1,1586,0
1648,53,32,187,185,1704,156,218,1,1,1,44,1378,0
2793,37,18,358,155,1073,155,65,1,1,1,1,814,0
1,1,18,187,184,1710,159,185,1,1,1,1,1350,0
2397,35,32,358,167,1457,155,27,1,24,1,1,1254,1
1975,50,42,137,188,1838,186,74,82,30,1,66,1230,0
2430,1,42,444,156,1317,155,93,1,39,1,1,1157,2
2606,23,42,401,171,1481,155,158,1,79,1,5,1310,1
2494,1,42,579,155,1233,155,343,1,1,1,1,1195,3
1917,46,23,256,166,1203,155,110,1,49,1,8,883,0
2252,46,26,187,187,1826,186,139,106,83,1,23,1499,1
2565,46,14,158,203,1855,186,110,116,66,1,58,1328,0
2506,46,23,149,186,1850,186,262,231,67,1,71,1304,0
2405,46,18,198,185,1734,175,218,1,1,1,53,1372,0
3592,46,40,209,155,1200,155,185,1,32,1,1,868,0
3258,19,33,230,155,997,155,110,1,31,1,1,679,6
3865,46,13,187,159,1224,155,218,1,1,1,40,833,0
3091,2,40,240,155,1121,155,459,1,1,1,1,818,1
2787,1,35,401,155,1306,155,194,189,49,1,12,1128,3
369,29,22,177,155,1104,155,49,1,36,1,1,730,0
2213,46,23,266,182,1662,164,16,1,62,1,1,1434,3
3313,8,40,209,157,1129,155,185,164,54,1,1,776,0
4100,46,42,101,155,710,155,139,145,39,1,1,130,0
1,46,38,298,178,1657,172,158,1,1,1,1,1495,2
2881,46,38,358,178,1423,155,297,1,1,1,16,1230,1
3993,1,42,266,155,560,155,459,475,97,1,1,305,1
2582,46,30,198,186,1722,185,120,136,51,1,52,1400,3
2940,1,42,240,155,821,155,16,1,21,1,1,499,0
2588,46,20,158,203,2002,209,139,1,36,1,73,1630,0
1,17,42,338,173,1615,178,130,1,1,1,1,1523,1
3321,46,11,401,155,799,155,416,1,1,1,1,576,0
2063,46,19,209,155,896,155,110,1,79,1,12,493,0
1549,27,32,209,173,1668,186,102,126,34,1,1,1361,0
1981,46,25,171,186,1770,169,93,1,36,1,64,1281,0
2617,19,42,230,186,1752,186,149,145,40,1,12,1504,1
1749,46,42,154,163,1090,155,83,88,38,1,1,569,0
2045,1,42,423,160,1376,155,243,1,1,1,1,1210,1
2870,1,42,555,155,920,155,322,1,92,1,1,737,3
1,1,42,537,155,1203,155,243,1,1,1,15,1070,3
2600,46,35,358,162,1399,155,93,1,36,1,12,1195,6
1,46,5,202,157,1191,155,130,1,1,1,19,855,0
3055,1,42,579,155,586,155,185,164,66,1,1,465,4
1928,18,38,401,165,1469,155,27,1,32,1,11,1288,1
2811,46,11,162,155,686,153,227,1,49,1,1,259,0
2376,46,18,158,186,1822,181,58,73,32,1,52,1316,1
3535,46,42,81,155,1031,155,149,145,37,1,1,305,0
1,46,13,312,159,976,155,42,1,1,1,8,644,0
3737,46,42,129,155,565,155,243,1,49,1,1,164,0
3935,46,30,97,155,641,155,93,1,32,1,1,153,0
2870,46,35,117,186,1844,193,176,206,43,1,1,1188,0
2471,34,42,312,182,1686,185,65,1,82,1,17,1507,1
2455,58,10,177,185,1770,186,322,1,96,1,60,1345,0
3377,45,30,202,155,1022,155,227,1,49,1,7,672,0
1,35,25,378,178,1574,155,1,1,1,1,6,1463,1
3860,1,42,282,155,672,155,284,1,1,1,1,393,1
660,46,25,145,172,1486,155,227,1,82,1,54,932,0
4039,46,42,187,155,339,104,27,1,24,1,1,147,0
4366,46,2,266,126,142,102,65,1,1,1,1,109,6
2128,46,41,175,172,1728,186,343,1,59,1,39,1291,0
1577,1,42,515,155,1289,155,1,1,1,1,1,1163,1
3097,1,42,537,155,1068,155,387,1,86,1,1,871,1
3271,2,42,464,155,900,155,27,1,32,1,1,697,1
2553,46,33,338,159,1153,155,65,1,1,1,1,910,0
2847,46,5,175,185,1428,155,65,1,28,1,36,924,0
2051,46,42,192,171,1306,155,74,73,26,1,1,924,0
1,1,42,555,155,459,155,270,1,1,1,1,369,3
3467,46,9,145,155,1031,155,74,66,20,1,1,499,0
2455,1,42,495,155,1212,155,343,337,77,1,1,1052,2
3086,46,42,192,166,1323,155,130,136,93,1,1,932,2
3326,46,42,198,160,1162,155,65,1,42,1,22,785,0
256,1,42,605,154,459,155,93,1,36,1,1,384,3
2278,46,27,202,156,1191,155,176,164,42,1,10,849,1
2350,1,42,423,155,1369,155,322,1,59,1,36,1213,4
3871,46,7,166,155,980,155,185,1,31,1,9,521,0
857,25,35,338,155,984,155,42,51,28,1,1,730,0
3394,20,32,218,155,657,155,49,1,1,1,1,327,0
3889,46,42,171,155,940,155,93,1,28,1,1,499,0
1850,1,42,423,155,1151,155,110,1,59,1,1,947,2
2229,46,12,175,155,1046,155,158,1,52,1,18,644,0
3050,1,42,266,155,1212,155,314,317,67,1,1,939,1
2655,13,42,256,159,1352,155,65,1,24,1,1,1070,1
3388,1,42,423,155,1117,155,322,1,1,1,1,913,1
3336,42,34,240,155,1195,155,185,1,46,1,10,883,1
1981,46,35,230,181,1550,155,130,1,1,1,25,1221,0
2970,46,13,209,159,1233,155,370,1,1,1,45,896,0
2494,46,13,198,186,1832,186,158,1,1,1,54,1552,0
2185,46,32,166,160,1224,155,185,172,38,1,1,789,0
3304,1,42,464,155,964,155,27,1,24,1,1,753,1
2642,46,42,192,155,704,155,194,189,39,1,1,336,0
3097,1,42,579,155,586,155,185,1,49,1,1,465,6
1,2,38,378,155,1283,155,158,1,1,1,5,1091,1
3422,1,42,423,155,1176,155,416,1,89,1,1,985,1
2582,46,25,240,186,1764,174,16,1,39,1,46,1507,0
3941,46,42,69,155,784,155,227,224,55,1,21,158,0
2910,46,2,198,155,1068,155,27,1,24,1,20,713,0
2559,35,35,325,166,1399,155,16,1,46,1,1,1166,1
3935,46,42,93,155,1026,155,387,1,109,1,35,369,0
3411,1,42,325,155,1184,155,1,1,1,1,1,932,1
2328,46,40,282,182,1704,178,130,1,1,1,20,1512,0
2252,2,42,537,156,1221,155,49,1,39,1,1,1094,3
3777,11,35,338,155,657,155,93,1,1,1,1,429,0
4416,46,42,125,155,704,155,243,1,62,1,9,214,6
2876,1,42,569,155,766,155,1,1,32,1,1,617,1
4062,1,42,192,155,799,155,42,59,22,1,1,429,0
3155,1,42,515,155,1165,155,74,66,28,1,1,1002,2
3321,2,30,325,155,1050,155,270,1,69,1,1,785,0
3289,46,23,145,166,1340,155,65,1,1,1,56,833,0
2582,46,13,240,176,1592,156,93,1,36,1,23,1269,0
3014,1,42,338,155,853,155,1,1,14,1,1,589,1
3782,1,42,312,155,690,155,406,1,1,1,1,448,1
3535,1,33,282,159,969,155,270,1,62,1,1,721,1
3598,1,42,515,155,880,155,185,1,1,1,1,690,1
2805,56,17,175,173,1580,155,158,1,42,1,59,1142,0
3601,46,4,175,155,944,155,110,1,46,1,5,515,0
2959,46,2,218,169,1469,155,27,1,28,1,23,1113,0
2475,46,28,177,186,1810,169,110,1,42,1,60,1400,0
2642,49,20,141,187,1945,199,110,126,39,1,72,1428,0
3408,1,42,444,155,762,155,322,1,1,1,1,569,1
1617,46,35,218,182,1674,176,185,1,1,1,24,1350,0
1992,1,42,515,164,1498,159,130,1,46,1,1,1428,2
2588,46,38,175,167,1492,155,284,1,1,1,47,1049,0
3313,1,42,495,155,876,155,1,1,21,1,1,683,0
830,1,35,444,155,733,155,58,45,26,1,1,535,1
2190,46,12,209,160,1104,155,27,1,31,1,1,746,0
2122,1,39,401,165,1440,161,65,73,40,1,1,1266,2
1456,1,42,464,157,1364,155,1,1,28,1,1,1227,1
2983,23,38,358,173,1592,170,49,59,34,1,1,1440,3
3462,16,42,378,155,1011,155,65,1,28,1,1,772,1
1,1,42,569,155,937,155,16,1,1,1,1,781,2
3149,46,42,192,157,1110,155,93,1,1,1,1,746,0
3177,31,42,325,165,1428,155,284,1,42,1,1,1207,1
3928,46,5,154,155,844,155,218,1,72,1,17,360,0
1,14,37,312,155,889,155,270,1,1,1,1,583,1
3446,46,42,85,160,1283,155,322,1,1,1,57,631,0
3865,46,33,282,155,762,155,110,1,31,1,1,478,1
2465,1,42,599,155,1200,155,322,1,1,1,1,1098,4
3192,1,42,177,155,1093,155,158,1,1,1,1,697,6
3226,46,32,192,170,1510,155,93,1,1,1,29,1128,0
3574,1,42,495,155,803,155,139,1,39,1,1,617,1
3372,46,2,166,158,1251,155,130,1,1,1,24,837,0
2649,46,10,202,185,1728,182,158,1,39,1,1,1405,0
2328,46,28,162,180,1770,186,322,1,72,1,52,1298,0
3496,1,42,590,155,1031,155,227,1,1,1,1,868,2
2760,1,42,515,155,1260,155,27,1,31,1,1,1133,1
1856,1,42,569,157,1340,155,65,1,31,1,1,1250,2
3841,1,42,464,155,514,155,49,1,28,1,1,351,2
3014,1,42,423,155,1064,155,27,1,31,1,1,830,3
2108,46,20,230,186,1734,180,27,1,36,1,41,1469,6
114,12,42,230,158,1364,155,538,1,159,1,26,1056,0
2701,46,32,266,155,997,155,139,1,1,1,1,704,0
1,1,42,555,155,1221,155,243,1,1,1,1,1070,1
3871,21,30,378,155,544,153,49,1,24,1,1,343,1
3341,50,18,105,166,1446,155,176,155,43,1,34,798,0
2834,1,40,240,155,1251,155,149,136,50,1,1,964,0
2174,1,42,378,155,1129,155,27,1,21,1,1,901,1
1,46,7,182,155,762,155,130,1,1,1,8,377,1
2229,1,42,444,155,1005,155,343,1,62,1,1,789,1
2588,13,35,325,155,632,155,158,1,62,1,1,393,1
2246,46,38,166,186,1710,177,16,1,1,1,63,1234,1
2401,1,42,423,155,825,155,1,1,1,1,1,604,1
3553,1,42,605,155,712,155,49,1,24,1,1,596,1
3935,6,38,401,155,497,155,74,73,24,1,1,327,1
3117,6,38,325,155,1073,155,322,1,76,1,1,807,1
2720,39,32,401,165,1440,155,158,1,1,1,4,1269,1
2720,46,42,230,186,1698,177,243,1,79,1,60,1389,1
1702,1,42,555,155,1146,155,270,1,1,1,1,998,1
2649,1,42,312,155,1184,155,185,1,52,1,1,932,6
3014,1,42,464,155,700,155,1,1,1,1,1,521,1
2701,41,35,423,174,1639,180,93,1,52,1,1,1581,2
2158,46,32,209,182,1680,174,93,1,1,1,29,1310,0
2642,46,42,266,156,1189,155,1,1,1,1,2,904,0
4197,1,42,149,155,811,155,227,1,56,1,1,336,0
2749,46,42,166,168,1440,155,218,206,61,1,21,956,0
2051,24,42,373,176,1549,156,90,97,34,1,1,1382,0
3411,46,23,192,155,924,155,27,1,24,1,7,515,0
2929,1,42,537,156,1311,155,27,1,31,1,1,1203,2
1835,46,40,282,186,1668,179,65,1,62,1,30,1422,1
2923,46,42,240,178,1674,162,158,1,59,1,32,1400,0
1,46,35,312,172,1592,169,185,1,1,1,66,1361,2
3966,4,30,312,155,623,155,416,1,79,1,1,377,1
3161,1,42,555,155,700,155,27,1,46,1,1,548,2
1,46,13,154,186,1752,155,243,1,1,1,1,1254,0
1,1,42,464,155,574,155,370,1,1,1,1,384,1
2935,1,42,537,155,1317,155,42,1,1,1,1,1210,1
2258,46,42,240,165,1311,155,139,1,56,1,18,989,0
3884,1,42,464,155,876,155,185,1,32,1,1,669,6
3236,46,7,256,156,1144,155,49,1,46,1,9,818,0
2864,1,42,444,155,816,155,243,1,52,1,1,617,1
1,46,20,192,155,892,155,158,1,1,1,2,521,0
2235,46,16,256,188,1832,186,65,1,1,1,27,1690,0
1,56,13,177,189,1908,200,130,1,1,1,69,1592,0
1273,23,38,192,171,1440,155,65,1,42,1,29,1022,0
4218,46,42,166,155,505,143,139,1,32,1,1,182,0
2852,46,40,282,178,1716,186,185,1,59,1,18,1534,0
3394,34,25,192,156,1278,155,227,1,46,1,18,924,0
1818,1,42,464,157,1329,155,1,1,24,1,1,1182,1
2755,27,38,266,166,1388,155,27,1,32,1,1,1105,0
3411,46,9,218,155,949,155,201,1,66,1,17,637,0
3091,1,42,325,155,956,155,201,1,1,1,1,707,6
1818,26,42,338,184,1621,183,158,1,1,1,53,1485,3
523,11,41,537,162,1411,155,110,106,38,1,1,1298,3
2346,1,42,423,155,989,155,27,1,28,1,1,762,1
2416,1,42,555,155,700,155,27,51,28,1,1,541,1
2701,1,42,515,156,1382,155,243,1,1,1,1,1269,2
2306,46,38,175,155,1098,155,167,180,37,1,1,700,0
3598,19,42,141,155,853,155,322,1,1,1,10,319,0
3563,1,42,590,149,489,155,185,1,1,1,1,384,2
3907,46,5,166,155,399,126,102,1,1,1,1,147,0
3326,27,36,202,160,1405,155,93,1,36,1,18,1052,0
2970,15,38,266,164,1423,155,158,1,39,1,9,1142,0
3422,32,42,325,155,1081,155,102,106,37,1,1,818,6
2397,1,42,209,168,1574,170,185,1,56,1,25,1230,6
3111,46,32,121,155,1139,155,42,1,1,1,11,604,0
3394,46,42,298,155,762,155,93,1,31,1,1,478,6
3341,1,42,537,153,525,155,110,97,32,1,1,384,4
2983,46,42,121,168,1278,155,65,59,31,1,21,690,0
3615,29,18,149,155,984,155,370,357,72,1,5,521,0
2635,2,30,230,155,682,155,210,239,64,1,1,377,6
1503,46,35,209,168,1603,170,387,1,1,1,45,1262,1
3467,17,32,230,155,1260,155,65,1,46,1,2,959,0
2696,2,34,312,156,1242,155,27,1,28,1,3,998,1
3265,46,32,256,155,1134,155,65,1,32,1,2,826,0
2805,46,32,230,186,1786,186,185,1,89,1,59,1552,0
3490,1,42,495,155,834,155,74,73,32,1,1,651,2
3513,1,42,338,155,1180,155,343,1,1,1,1,953,6
2448,46,35,202,186,1861,186,93,1,1,1,45,1647,0
2343,46,42,182,185,1802,186,110,1,56,1,42,1422,6
2990,46,33,149,175,1657,166,74,59,20,1,1,1105,0
1387,1,42,515,163,1486,163,1,1,1,1,1,1405,2
3787,5,42,240,155,916,155,243,1,1,1,1,611,0
1,46,35,298,174,1539,155,158,1,1,1,24,1281,6
2412,28,38,171,182,1818,186,284,1,99,1,53,1411,0
1,12,32,182,155,592,155,130,1,1,1,1,214,1
3631,46,42,162,155,497,133,49,1,31,1,1,175,0
2617,46,42,266,184,1806,186,65,1,1,1,40,1700,2
1,46,38,145,160,1114,155,65,1,1,1,27,555,0
3134,1,34,423,155,753,155,16,1,28,1,1,555,1
3383,1,42,282,155,1162,155,149,164,42,1,1,892,1
2475,46,28,177,186,1810,169,110,1,42,1,60,1400,0
3654,1,42,240,155,737,155,74,97,40,1,1,448,1
3346,1,42,298,155,816,155,387,1,1,1,1,541,1
1862,46,20,166,184,1734,178,93,1,28,1,46,1239,0
2847,2,42,378,171,1592,170,110,1,39,1,1,1474,6
3401,1,42,298,155,696,155,102,97,31,1,1,438,6
2207,46,18,282,167,1176,155,27,1,42,1,22,868,0
1862,46,18,187,185,1674,156,74,73,51,1,58,1262,0
1638,46,20,378,174,1533,156,130,1,1,1,27,1322,1
2004,1,42,599,155,841,155,65,73,27,1,1,704,2
3207,1,42,569,125,345,155,297,1,1,1,1,281,1
3086,1,42,605,155,884,155,210,224,43,1,1,737,3
2223,16,38,464,159,1346,155,110,1,36,1,1,1195,1
